13,33.462643,-116.076942,
12,52.280861,-113.811508,
793,45.867355,-66.538841,
11,51.093708,-114.036728,
14,52.304897,-113.810562,
15,55.170708,-118.810768,
16,51.052399,-113.994141,
17,55.350231,-118.785988,
18,53.567455,-113.633987,
19,53.578445,-113.457184,
20,53.457642,-113.513023,
21,53.566437,-113.476852,
22,51.062466,-114.055740,
23,51.073479,-114.003670,
24,53.560764,-113.579300,
25,51.088711,-114.034302,
26,51.022812,-113.958412,
27,51.087292,-113.994843,
28,51.079636,-114.008316,
29,53.511139,-113.497383,
30,49.705608,-112.799629,
33,49.182358,-122.556870,
34,49.171856,-122.665276,
35,49.148167,-122.860611,
36,49.175484,-122.890274,
37,49.124798,-122.845390,
38,49.212524,-122.662018,
39,49.144699,-122.867477,
41,49.106052,-121.961319,
42,49.119114,-122.817146,
44,49.202492,-122.879524,
49,49.263680,-123.100838,
50,49.107754,-122.658195,
51,49.176979,-122.702827,
52,49.057972,-122.469109,
53,49.130848,-122.306793,
54,49.221336,-122.664795,
55,49.104473,-122.687546,
56,49.114376,-122.680641,
830,26.986990,-82.095177,
58,49.057026,-122.433746,
59,49.221931,-122.996895,
60,49.110687,-122.672539,
62,49.218758,-122.653374,
63,49.145111,-122.001228,
64,49.049644,-122.289040,
65,49.151600,-122.868042,
66,49.118935,-122.665291,
67,49.231522,-122.884613,
68,48.914539,-123.565659,
69,48.695293,-123.591789,
70,49.308685,-124.323708,
71,49.682926,-125.003220,
72,48.768501,-123.704018,
73,48.768501,-123.704018,
74,49.676231,-125.005043,
75,48.768482,-123.700935,
76,48.806606,-123.713493,
77,49.289490,-124.359291,
78,50.032997,-125.273109,
79,48.914940,-123.745789,
80,49.682926,-125.003220,
81,49.212990,-124.028015,
82,48.449577,-123.384918,
83,49.159737,-123.934135,
84,49.185444,-123.984085,
85,48.445816,-123.466820,
828,25.645674,-80.412003,
87,49.305847,-124.357819,
88,48.438164,-123.358864,
89,49.181358,-123.978424,
90,50.329128,-119.181923,
91,49.859360,-119.592880,
92,53.914513,-122.737175,
93,53.970985,-122.567711,
94,49.536785,-117.428314,
95,49.480061,-119.586624,
96,50.660564,-120.361595,
97,49.901131,-119.409111,
98,50.260502,-119.279457,
99,49.028461,-118.460060,
101,49.861252,-119.589478,
102,50.557945,-119.141563,
103,49.097878,-117.680389,
104,49.531906,-115.035713,
105,52.123180,-122.065498,
106,51.646324,-121.294563,
858,49.186455,-122.745453,
109,49.497246,-117.355156,
110,49.285873,-117.660934,
111,50.248940,-118.977539,
112,49.088242,-116.509071,
113,52.992081,-122.503845,
114,49.882313,-119.443207,
115,49.488365,-117.298164,
116,49.909107,-119.398087,
117,50.692631,-120.321930,
119,49.525234,-115.764839,
120,53.908318,-122.791763,
121,49.672771,-116.824860,
122,50.678234,-120.287292,
123,49.888088,-119.462715,
124,50.664349,-119.223045,
125,50.692608,-119.305939,
126,49.531963,-115.744751,
127,49.642567,-117.457085,
128,50.663467,-120.360092,
130,53.914074,-122.739059,
131,49.276714,-123.074547,
132,49.175453,-123.142281,
133,49.245098,-123.023811,
134,49.256229,-123.101227,
135,49.251129,-123.100998,
137,49.229294,-123.040077,
138,49.258602,-123.069839,
139,49.240372,-123.054489,
140,49.175846,-122.696098,
141,49.191940,-123.101654,
142,49.280170,-122.961281,
143,49.224941,-122.939354,
144,49.252151,-123.056572,
145,49.257774,-123.044411,
146,49.281189,-123.060974,
147,49.191986,-123.089531,
148,49.277176,-123.044106,
149,49.245918,-123.066864,
150,49.267475,-122.775406,
151,49.247337,-123.090019,
152,49.219696,-122.641106,
154,49.225887,-122.937576,
155,49.254803,-123.089966,
156,49.225182,-123.065742,
157,49.240356,-123.090240,
158,49.176979,-122.702827,
159,49.129318,-122.714172,
160,49.220444,-122.602272,
161,49.089478,-122.735054,
162,49.256287,-122.770721,
163,49.191990,-123.095245,
164,49.187275,-123.080330,
165,49.184650,-123.119316,
166,49.202339,-123.022324,
167,49.238213,-122.852501,
168,49.898239,-97.195335,
169,49.881447,-97.122528,
170,49.878220,-97.138390,
171,49.893269,-97.170013,
172,49.885258,-97.170372,
173,49.845901,-97.152931,
174,49.907375,-97.150742,
175,49.849556,-99.943825,
176,49.912613,-97.167206,
177,49.944912,-97.154930,
178,49.917610,-97.113045,
179,49.895088,-97.001892,
180,46.102726,-64.723320,
181,45.916294,-66.619316,
182,47.679253,-65.764641,
183,46.497467,-64.997673,
184,47.279995,-52.828098,
185,45.068344,-64.464340,
186,44.688118,-63.598534,
187,44.712872,-63.467312,
188,44.755432,-63.666943,
189,44.663277,-63.604687,
190,45.380470,-63.219479,
191,48.385700,-89.255325,
192,44.171886,-80.368813,
193,45.034328,-74.728905,
194,43.509304,-79.633522,
195,43.785351,-79.278091,
196,43.752159,-79.553246,
197,43.681381,-79.322876,
198,43.601227,-79.592735,
199,43.776020,-79.490524,
200,43.670235,-79.386757,
201,45.378521,-75.728333,
202,43.223579,-79.705040,
203,43.474590,-80.433037,
204,43.807220,-79.270409,
205,43.797230,-79.532784,
206,45.407654,-75.690994,
207,43.764603,-79.475311,
208,45.419178,-75.617714,
209,43.592258,-79.596581,
210,44.196426,-80.044609,
211,46.513893,-80.944153,
212,43.788822,-79.262733,
213,43.758938,-79.528801,
214,43.663795,-79.327927,
215,43.127052,-80.763794,
216,43.858356,-78.897705,
217,43.773769,-79.529594,
218,44.266960,-76.566643,
219,43.622650,-79.662758,
220,43.729805,-79.470497,
221,43.666138,-79.349411,
222,43.813969,-79.201271,
223,45.328720,-75.711121,
224,43.806637,-79.290771,
225,43.047958,-79.278610,
226,46.236126,-79.373970,
227,44.276642,-78.293274,
228,43.847427,-79.376572,
229,43.652588,-79.662781,
230,43.718525,-79.654327,
231,43.757572,-79.543709,
232,45.475361,-76.653137,
